node1,node2,count,color,strength
9863,I10,1945,red,38.9
250.00,9863,1810,red,36.2
401.9,9863,1714,red,34.28
401.9,I10,3236,blue,64.72
E78.5,I10,2872,blue,57.44
D64.9,I10,1347,blue,26.94
E66.9,I10,1707,blue,34.14
278.00,I10,1484,blue,29.68
I10,R06.02,1783,blue,35.66
E66.9,E78.5,1430,blue,28.6
R05,R06.02,1325,blue,26.5
786.05,I10,1360,blue,27.2
