node1,node2,count,color,strength
R05,R07.9,1308,blue,26.16
R05,R06.02,1614,blue,32.28
R05,R53.83,1454,blue,29.08
R05,R50.9,1783,blue,35.66
401.9,I10,1655,blue,33.1
