node1,node2,count,color,strength
401.9,I10,1371,blue,27.42
R05,R50.9,2951,blue,59.02
780.60,786.2,1827,blue,36.54
786.2,R50.9,2016,blue,40.32
780.60,R05,1894,blue,37.88
