node1,node2,count,color,strength
278.01,E66.9,1759,blue,35.18
E66.9,E78.5,1553,blue,31.06
278.00,278.01,1810,blue,36.2
278.00,E78.5,1479,blue,29.58
9863,I10,1553,red,31.06
401.9,9863,1398,red,27.96
278.00,I10,1918,blue,38.36
E78.5,I10,2010,blue,40.2
401.9,I10,2877,blue,57.54
I10,R06.02,1632,blue,32.64
E66.9,I10,2023,blue,40.46
R05,R06.02,1424,blue,28.48
786.05,I10,1296,blue,25.92
G47.33,I10,1492,blue,29.84
327.23,I10,1301,blue,26.02
