node1,node2,count,color,strength
9863,I10,1280,red,25.6
401.9,I10,2102,blue,42.04
E78.5,I10,1614,blue,32.28
F41.9,I10,2188,blue,43.76
F32.9,F41.9,1848,blue,36.96
F41.9,R10.9,1523,blue,30.46
I10,R06.02,1250,blue,25.0
F41.9,R07.9,1533,blue,30.66
R05,R53.83,1311,blue,26.22
R05,R06.02,1298,blue,25.96
786.50,F41.9,1399,blue,27.98
